,question_id,db_id,question,gold_sql,predicted_sql,both_executed,results_equal,gold_error,pred_error,model_name,model_engine,gen_type,dataset_path,n_examples,instructions_level,experiment_id
96,97,unknown,"tallest player refers to MAX(height);
What is the height of the tallest player? Indicate his name.",SELECT player_name FROM Player ORDER BY height DESC LIMIT 1,"SELECT player_name, height FROM Player ORDER BY height DESC LIMIT 1",True,False,,,llama-4-maverick,rits,sqlite,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_sqlite_2
97,98,unknown,"label = '+' mean molecules are carcinogenic
What is the carcinogenic label for bond TR001_2_4?",SELECT DISTINCT T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_id = 'TR001_2_4',SELECT T1.label FROM molecule AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.bond_id = 'TR001_2_4' AND T1.label GLOB '+',True,True,,,llama-4-maverick,rits,sqlite,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_sqlite_2
98,99,unknown,"the creation date of the maximum number of votes refers to CreationDate where Max(Count(Id))
Indicate the creation date of the maximum number of votes.",SELECT CreationDate FROM votes GROUP BY CreationDate ORDER BY COUNT(Id) DESC LIMIT 1,SELECT CreationDate FROM votes GROUP BY CreationDate ORDER BY COUNT(Id) DESC LIMIT 1,True,True,,,llama-4-maverick,rits,sqlite,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_sqlite_2
99,100,unknown,"Frequency = 'POPLATEK PO OBRATU' stands for issuance after transaction
How many accounts have an owner disposition and request for a statement to be generated upon a transaction?",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK PO OBRATU',SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK PO OBRATU',True,True,,,llama-4-maverick,rits,sqlite,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_sqlite_2
0,1,unknown,"single bond refers to bond_type = '-';
How many elements are there for single bond molecules?","SELECT COUNT(DISTINCT T.element) FROM ( SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '-' ) AS T","SELECT COUNT(DISTINCT atom.element)
FROM atom
JOIN bond ON atom.molecule_id = bond.molecule_id
WHERE bond.bond_type = '-';
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
1,2,unknown,"latest patient refers to ID with MAX('First Date'); abnormal level of lactate dehydrogenase refers to LDH > = 500;
When is the latest patient's medical data recorded? This patient should have an abnormal level of lactate dehydrogenase.",SELECT T1.`First Date` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH >= 500 ORDER BY T1.`First Date` DESC LIMIT 1,"SELECT MAX(patient.first_date)
FROM patient
JOIN examination ON patient.id = examination.id
JOIN laboratory ON patient.id = laboratory.id
WHERE laboratory.ldh >= 500;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
2,3,unknown,Please specify all of the schools and their related mailing zip codes that are under Avetik Atoian's administration.,"SELECT School, MailZip FROM schools WHERE AdmFName1 = 'Avetik' AND AdmLName1 = 'Atoian'","SELECT schools.school, schools.mail_zip
FROM schools
WHERE schools.adm_f_name1 = 'Avetik' AND schools.adm_l_name1 = 'Atoian';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
3,4,unknown,What type of credit card does the client with the id 13539 own?,SELECT T3.type FROM disp AS T1 INNER JOIN client AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T1.disp_id = T3.disp_id WHERE T2.client_id = 13539,"SELECT card.type
FROM card
JOIN disp ON card.disp_id = disp.disp_id
WHERE disp.client_id = 13539;
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
4,5,unknown,"female patient refers to Sex = 'F'; age 50 and above = SUBTRACT(year(current_timestamp), year(Birthday)) > = 50; abnormal red blood cell count refers to RBC < = 3.5 or RBC > = 6.0; Admission = '+' means the patient was admitted to the hospital; Admission = '-' means the patient was not admitted to the hospital;
For all the female patient age 50 and above, who has abnormal red blood cell count. State if they were admitted to hospital.","SELECT DISTINCT T1.ID, T1.Admission FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F' AND (T2.RBC <= 3.5 OR T2.RBC >= 6.0) AND STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50","SELECT patient.id, patient.sex, patient.birthday, patient.admission
FROM patient
JOIN laboratory ON patient.id = laboratory.id
WHERE patient.sex = 'F' 
AND (EXTRACT(YEAR FROM CURRENT_DATE) - EXTRACT(YEAR FROM patient.birthday)) >= 50
AND (laboratory.rbc <= 3.5 OR laboratory.rbc >= 6.0)
AND patient.admission IN ('+', '-');
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
5,6,unknown,"full name refers to player_name; players with highest number of penalties refers to MAX(penalties);
Indicate the full names of the top 10 players with the highest number of penalties.",SELECT t2.player_name FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.id = t2.id ORDER BY t1.penalties DESC LIMIT 10,"SELECT player_name 
FROM player 
JOIN match ON player.player_api_id = match.home_player_1 OR player.player_api_id = match.home_player_2 OR player.player_api_id = match.home_player_3 OR player.player_api_id = match.home_player_4 OR player.player_api_id = match.home_player_5 OR player.player_api_id = match.home_player_6 OR player.player_api_id = match.home_player_7 OR player.player_api_id = match.home_player_8 OR player.player_api_id = match.home_player_9 OR player.player_api_id = match.home_player_10 OR player.player_api_id = match.home_player_11 OR player.player_api_id = match.away_player_1 OR player.player_api_id = match.away_player_2 OR player.player_api_id = match.away_player_3 OR player.player_api_id = match.away_player_4 OR player.player_api_id = match.away_player_5 OR player.player_api_id = match.away_player_6 OR player.player_api_id = match.away_player_7 OR player.player_api_id = match.away_player_8 OR player.player_api_id = match.away_player_9 OR player.player_api_id = match.away_player_10 OR player.player_api_id = match.away_player_11 
GROUP BY player_name 
ORDER BY MAX(penalties) DESC 
LIMIT 10;
",False,,,"column ""penalties"" does not exist
LINE 1: ....away_player_11 GROUP BY player_name ORDER BY MAX(penalties)...
                                                             ^",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
6,7,unknown,"lowest potential players refers to MIN(potential); prefer to use the right foot when attacking refers to preferred_foot = 'right'
Please provide top five football players' IDs who are among the lowest potential players and prefer to use the right foot when attacking.",SELECT id FROM Player_Attributes WHERE preferred_foot = 'right' ORDER BY potential DESC LIMIT 5,"SELECT player.id
FROM player
JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id
WHERE player_attributes.potential = (SELECT MIN(potential) FROM player_attributes)
AND player_attributes.preferred_foot = 'right'
LIMIT 5;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
7,8,unknown,"""Understanding what Dassault iSight is doing?"" is the Title of post; user refers to DisplayName;
Which user made a post titled 'Understanding what Dassault iSight is doing?' and how much is the reputation of the user?","SELECT T1.DisplayName, T1.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'","SELECT users.display_name, users.reputation
FROM users
JOIN posts ON users.id = posts.owner_user_id
WHERE posts.title = 'Understanding what Dassault iSight is doing?';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
8,9,unknown,"single bond refers to bond_type = '-';
Name all bonds with single bond types and what atoms are connected to the molecules.","SELECT T1.bond_id, T2.atom_id, T2.atom_id2 FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.bond_type = '-'","SELECT b.bond_id, a.atom_id, a2.atom_id
FROM bond b
JOIN connected c ON b.bond_id = c.bond_id
JOIN atom a ON c.atom_id = a.atom_id
JOIN atom a2 ON c.atom_id2 = a2.atom_id
WHERE b.bond_type = '-'
AND a.molecule_id = b.molecule_id
AND a2.molecule_id = b.molecule_id;
",False,,,"column ""atom_id"" specified more than once",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
9,10,unknown,What college offers the major that Tyler Hewitt took?,SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.first_name = 'Tyler' AND T1.last_name = 'Hewitt',"SELECT major.college 
FROM major 
JOIN member ON major.major_id = member.link_to_major 
WHERE member.first_name = 'Tyler' AND member.last_name = 'Hewitt';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
10,11,unknown,"poweful refers to cardKingdomFoilId is not null AND cardKingdomId is not null
Please provide the ids of top three powerful pairs of Kingdom Foil and Kingdom Cards sorted by Kingdom Foil id in alphabetical order.","SELECT cardKingdomFoilId, cardKingdomId FROM cards WHERE cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL ORDER BY cardKingdomFoilId LIMIT 3","SELECT id, card_kingdom_foil_id, card_kingdom_id
FROM cards
WHERE card_kingdom_foil_id IS NOT NULL AND card_kingdom_id IS NOT NULL
ORDER BY card_kingdom_foil_id ASC
LIMIT 3;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
11,12,unknown,"account created in the year 2011 refers to year(CreationDate) = 2011
Please list the display names of all the users whose accounts were created in the year 2011.","SELECT DisplayName FROM users WHERE STRFTIME('%Y', CreationDate) = '2011'","SELECT display_name FROM users WHERE EXTRACT(YEAR FROM creation_date) = 2011;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
12,13,unknown,"set number 5 refers to id = 5
What is the name of set number 5 and its translation?","SELECT T1.name, T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.id = 5 GROUP BY T1.name, T2.translation","SELECT sets.name, set_translations.translation
FROM sets
JOIN set_translations ON sets.code = set_translations.set_code
WHERE sets.id = 5;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
13,14,unknown,"fastest lap refers to min(milliseconds); Alex Yoong refers to the full name of the driver; Full name of the driver refers to drivers.forename and drivers.surname;
State the race and year of race in which Michael Schumacher had his fastest lap.","SELECT T1.name, T1.year FROM races AS T1 INNER JOIN lapTimes AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.forename = 'Michael' AND T3.surname = 'Schumacher' ORDER BY T2.milliseconds ASC LIMIT 1","SELECT races.name, races.year
FROM races
JOIN drivers ON drivers.driver_id = results.driver_id
JOIN results ON results.race_id = races.race_id
WHERE drivers.forename || ' ' || drivers.surname = 'Michael Schumacher'
AND results.milliseconds = (
    SELECT MIN(results.milliseconds)
    FROM results
    WHERE results.driver_id = drivers.driver_id
);
",False,,,"missing FROM-clause entry for table ""results""
LINE 1: ...ar FROM races JOIN drivers ON drivers.driver_id = results.dr...
                                                             ^",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
14,15,unknown,"highest amount of budget spend refers to MAX(spent)
What is the highest amount of budget spend for an event?",SELECT MAX(spent) FROM budget,"SELECT MAX(spent) AS highest_spent FROM budget;
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
15,16,unknown,"label = '+' mean molecules are carcinogenic; label = '-' means molecules are non-carcinogenic
Is molecule TR000 is carcinogenic or not?",SELECT label FROM molecule AS T WHERE T.molecule_id = 'TR000',"SELECT label FROM molecule WHERE molecule_id = 'TR000';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
16,17,unknown,"Elijah Allen is the full name; full name refers to first_name, last_name; The 5th and 6th string of the expense_date in the expense table can refer to month; events in September and October refers to month(expense_date) = 9 OR month(expense_date) = 10
Calculate the total average cost that Elijah Allen spent in the events on September and October.","SELECT AVG(T2.cost) FROM member AS T1 INNER JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T1.last_name = 'Allen' AND T1.first_name = 'Elijah' AND (SUBSTR(T2.expense_date, 6, 2) = '09' OR SUBSTR(T2.expense_date, 6, 2) = '10')","SELECT AVG(cost) as average_cost
FROM expense
WHERE link_to_member IN (
    SELECT member_id
    FROM member
    WHERE first_name = 'Elijah' AND last_name = 'Allen'
) AND SUBSTRING(expense_date, 5, 2) IN ('09', '10');
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
17,18,unknown,"full name refers to first_name, last name
Write the full name of the club member with the position of 'Secretary' and list which college the club member belongs to.","SELECT T1.first_name, T1.last_name, college FROM member AS T1 INNER JOIN major AS T2 ON T2.major_id = T1.link_to_major WHERE T1.position = 'Secretary'","SELECT CONCAT(m.first_name, ' ', m.last_name) AS full_name, m.position, mj.college
FROM member m
JOIN major mj ON m.link_to_major = mj.major_id
WHERE m.position = 'Secretary';
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
18,19,unknown,"Germany refers to Country.name = 'Germany';
Please list the leagues from Germany.",SELECT t2.name FROM Country AS t1 INNER JOIN League AS t2 ON t1.id = t2.country_id WHERE t1.name = 'Germany',"SELECT league.name 
FROM league 
JOIN country ON league.country_id = country.id 
WHERE country.name = 'Germany';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
19,20,unknown,"Landon Donovan's refers to player_name = 'Landon Donovan'; Jordan Bowery refers to player_name = 'Jordan Bowery'; percentage refers to DIVIDE(SUBTRACT(player_name = 'Landon Donovan' overall_rating; player_name = 'Jordan Bowery' overall_rating), player_name = 'Landon Donovan' overall_rating)*100
What percentage is Landon Donovan's overall rating higher than Jordan Bowery on 2013/7/12?","SELECT (SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) * 1.0 - SUM(CASE WHEN t1.player_name = 'Jordan Bowery' THEN t2.overall_rating ELSE 0 END)) * 100 / SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) LvsJ_percent FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE SUBSTR(t2.`date`, 1, 10) = '2013-07-12'","SELECT 
    (
        (
            (SELECT overall_rating FROM player_attributes WHERE player_name = 'Landon Donovan' AND date = '2013-07-12') - 
            (SELECT overall_rating FROM player_attributes WHERE player_name = 'Jordan Bowery' AND date = '2013-07-12')
        ) / 
        (SELECT overall_rating FROM player_attributes WHERE player_name = 'Landon Donovan' AND date = '2013-07-12')
    ) * 100 AS percentage
",False,,,"column ""player_name"" does not exist
LINE 1: ...ELECT overall_rating FROM player_attributes WHERE player_nam...
                                                             ^",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
20,21,unknown,"unknown power cards refers to power is null or power = '*'; promotional types for arena league refers to promoTypes = 'arenaleague'
Please list top three unknown power cards that have promotional types for arena league in alphabetical order.",SELECT name FROM cards WHERE (power IS NULL OR power LIKE '%*%') AND promoTypes = 'arenaleague' ORDER BY name LIMIT 3,"SELECT name 
FROM cards 
WHERE power IS NULL OR power = '*' 
AND uuid IN (
    SELECT uuid 
    FROM legalities 
    WHERE promo_types = 'arenaleague'
) 
ORDER BY name 
LIMIT 3;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
21,22,unknown,"Women's Soccer is an event name; phone numbers refers to phone
Please list the phone numbers of the students from the Student_Club that has attended the event ""Women's Soccer"".",SELECT T3.phone FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T1.event_name = 'Women''s Soccer',"SELECT member.phone
FROM member
JOIN attendance ON member.member_id = attendance.link_to_member
JOIN event ON attendance.link_to_event = event.event_id
WHERE event.event_name = 'Women''s Soccer' AND member.position = 'Student_Club';
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
22,23,unknown,"label = '+' mean molecules are carcinogenic; contain fluorine refers to element = 'f'; percentage = DIVIDE(SUM(element = 'f') * 100, COUNT(molecule_id)) where label = '+'; Should consider the distinct atoms when counting;
What percentage of carcinogenic-type molecules does not contain fluorine?",SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element <> 'f' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',"```sql
SELECT 
    (
        (
            SELECT COUNT(DISTINCT molecule_id) 
            FROM atom 
            WHERE molecule_id IN 
            (
                SELECT molecule_id 
                FROM molecule 
                WHERE label = '+'
            ) 
            AND element <> 'f'
        ) * 100.0 / 
        (
            SELECT COUNT(DISTINCT molecule_id) 
            FROM molecule 
            WHERE label = '+'
        )
    ) AS percentage;
```
",False,,,"Invalid expression / Unexpected token. Line 1, Col: 3.
  ``[4m`[0msql
SELECT 
    (
        (
            SELECT COUNT(DISTINCT molecule_id) 
            FROM atom 
 ",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
23,24,unknown,"September 2013 refers to 201309; The first 4 strings of the Date values in the yearmonth table can represent year; The 5th and 6th string of the date can refer to month.
Please list the product description of the products consumed in September, 2013.",SELECT T3.Description FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Date = '201309',"SELECT p.description
FROM products p
JOIN transactions_1k t ON p.product_id = t.product_id
WHERE t.date LIKE '201309%';
",False,,,"operator does not exist: timestamp with time zone ~~ unknown
LINE 1: ... AS t ON p.product_id = t.product_id WHERE t.date LIKE '2013...
                                                             ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
24,25,unknown,"Among the schools with the average score in Math over 560 in the SAT test, how many schools are directly charter-funded?",SELECT COUNT(T2.`School Code`) FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath > 560 AND T2.`Charter Funding Type` = 'Directly funded',"SELECT COUNT(*) 
FROM schools 
WHERE cds_code IN (
    SELECT cds_code 
    FROM satscores 
    WHERE avg_scr_math > 560
) AND charter = 1;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
25,26,unknown,"Only the time of the champion shows in the format of ""hour: minutes: seconds.millionsecond"";
Who is the champion of the Canadian Grand Prix in 2008? Indicate his finish time.",SELECT T1.time FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T2.name = 'Canadian Grand Prix' AND T2.year = 2008 AND T1.time LIKE '_:%:__.___',"SELECT drivers.forename, drivers.surname, races.date, results.time
FROM results
JOIN drivers ON results.driver_id = drivers.driver_id
JOIN races ON results.race_id = races.race_id
JOIN circuits ON races.circuit_id = circuits.circuit_id
WHERE circuits.country = 'Canada' AND races.year = 2008 AND results.position = 1
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
26,27,unknown,"created on 7/19/2010 7:19:56 PM refers to CreationDate = '2010-07-19 19:19:56.0'
What is the comment's rating score of the post which was created on 7/19/2010 7:19:56 PM",SELECT T1.Score FROM comments AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id WHERE T1.CreationDate = '2010-07-19 19:19:56.0',"SELECT comments.score
FROM comments
JOIN posts ON comments.post_id = posts.id
WHERE posts.creation_date = '2010-07-19 19:19:56.0';
",False,,,"column posts.creation_date does not exist
LINE 1: ...s JOIN posts ON comments.post_id = posts.id WHERE posts.crea...
                                                             ^
HINT:  Perhaps you meant to reference the column ""posts.creaion_date"".",deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
27,28,unknown,"August of 2012 refers to the Date value = '201208' ; Price per unit of product = Price / Amount;
For all the people who paid more than 29.00 per unit of product id No.5. Give their consumption status in the August of 2012.",SELECT T2.Consumption FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Price / T1.Amount > 29.00 AND T1.ProductID = 5 AND T2.Date = '201208',"SELECT y.customer_id, y.date, y.consumption
FROM yearmonth y
JOIN transactions_1k t ON y.customer_id = t.customer_id
WHERE t.date = '201208' AND t.product_id = 5 AND (t.price / t.amount) > 29.00;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
28,29,unknown,"the highest longitude refers to the school with the maximum absolute longitude value.
What is the grade span offered in the school with the highest longitude?",SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,"SELECT high_grade, low_grade 
FROM frpm 
WHERE district_code IN (
    SELECT district_code 
    FROM schools 
    WHERE longitude = (
        SELECT MAX(longitude) 
        FROM schools
    )
);
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
29,30,unknown,"normal Ig A level refers to IGA > 80 AND IGA < 500; came to the hospital after 1990/1/1 refers to YEAR(`First Date`) > = 1990;
How many patients with a normal Ig A level came to the hospital after 1990/1/1?","SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGA BETWEEN 80 AND 500 AND  strftime('%Y',  T1.`First Date`) > '1990'","SELECT COUNT(*) 
FROM patient 
WHERE id IN (
    SELECT id 
    FROM examination 
    WHERE a_cl_ig_a > 80 AND a_cl_ig_a < 500
) AND EXTRACT(YEAR FROM first_date) >= 1990;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
30,31,unknown,"triple bond refers to bond_type = '#';
List the elements of all the triple bonds.",SELECT DISTINCT T3.element FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id INNER JOIN atom AS T3 ON T2.atom_id = T3.atom_id WHERE T1.bond_type = '#',"SELECT a.element
FROM atom a
JOIN connected c ON a.atom_id = c.atom_id
JOIN bond b ON c.bond_id = b.bond_id
WHERE b.bond_type = '#';
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
31,32,unknown,"user no. 3025 refers to UserId = '3025'; comment at 20:29:39 on 2014/4/23 refers to CreationDate = '2014/4/23 20:29:39.0'
User No.3025 gave a comment at 20:29:39 on 2014/4/23 to a post, how many favorite counts did that post get?",SELECT T1.FavoriteCount FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T2.CreationDate = '2014-04-23 20:29:39.0' AND T2.UserId = 3025,"SELECT posts.favorite_count 
FROM posts 
JOIN comments ON posts.id = comments.post_id 
WHERE comments.user_id = 3025 AND comments.creation_date = '2014-04-23 20:29:39.0';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
32,33,unknown,"favorite amount of 4 or more refers to FavoriteCount > = 4; Location = 'United Kingdom';
Among the users located in United Kingdom, how many users whose post have a total favorite amount of 4 or more?",SELECT COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Location = 'United Kingdom' AND T2.FavoriteCount >= 4,"SELECT COUNT(DISTINCT u.id)
FROM users u
JOIN posts p ON u.id = p.owner_user_id
WHERE u.location = 'United Kingdom' AND p.favorite_count >= 4;
",True,False,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
33,34,unknown,"'Business' is the major name
List out the position of members who joined major of Business.",SELECT T2.position FROM major AS T1 INNER JOIN member AS T2 ON T1.major_id = T2.link_to_major WHERE T1.major_name = 'Business',"SELECT member.position 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE major.major_name = 'Business';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
34,35,unknown,"Brent Thomason is the full name; full name refers to first_name, last_name; major refers to major_name
What was Brent Thomason's major?",SELECT T2.major_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.first_name = 'Brent' AND T1.last_name = 'Thomason',"SELECT major.major_name 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE member.first_name = 'Brent' AND member.last_name = 'Thomason';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
35,36,unknown,"first 100 molecules in number order refers to molecule_id between 'TR000' and 'TR099'; label = '+' means molecules are carcinogenic
Of the first 100 molecules in number order, how many are carcinogenic?",SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE molecule_id BETWEEN 'TR000' AND 'TR099' AND T.label = '+',"SELECT COUNT(*) FROM molecule WHERE molecule_id BETWEEN 'TR000' AND 'TR099' AND label = '+';
",True,True,,,deepseek-coder-33b-instruct,rits,postgres,data/generated/bird_dev_enriched.json,100,2,deepseek-coder-33b-instruct_postgres_2
